month,year,zcta,desc_crime_type,population,count,rate
Jan,2023,78223,sex crimes,57298,6,10.471569688296276
Jan,2023,78223,theft,57298,70,122.16831303012322
Jan,2023,78223,weapon,57298,4,6.981046458864183
Jan,2023,78224,arson,20671,1,4.837695321948624
Jan,2023,78224,assault,20671,32,154.80625030235598
Jan,2023,78224,burglary,20671,22,106.42929708286972
Jan,2023,78224,drugs,20671,19,91.91621111702385
Jan,2023,78224,homicide,20671,1,4.837695321948624
Jan,2023,78224,mvt,20671,90,435.3925789753761
Jan,2023,78224,other,20671,118,570.8480479899375
Jan,2023,78224,robbery,20671,9,43.53925789753762
Jan,2023,78224,sex crimes,20671,1,4.837695321948624
Jan,2023,78224,theft,20671,33,159.6439456243046
Jan,2023,78224,weapon,20671,5,24.18847660974312
Jan,2023,78225,assault,13188,29,219.89687594783135
Jan,2023,78225,drugs,13188,1,7.582650894752806
Jan,2023,78225,mvt,13188,9,68.24385805277525
Jan,2023,78225,other,13188,23,174.40097057931453
Jan,2023,78225,robbery,13188,3,22.74795268425842
Jan,2023,78225,sex crimes,13188,1,7.582650894752806
Jan,2023,78225,theft,13188,10,75.82650894752805
Jan,2023,78226,assault,6907,14,202.69292022585782
Jan,2023,78226,burglary,6907,2,28.95613146083683
Jan,2023,78226,drugs,6907,2,28.95613146083683
Jan,2023,78226,mvt,6907,9,130.30259157376577
Jan,2023,78226,other,6907,10,144.78065730418416
Jan,2023,78226,robbery,6907,2,28.95613146083683
Jan,2023,78226,theft,6907,5,72.39032865209208
Jan,2023,78227,arson,44091,2,4.536073121498719
Jan,2023,78227,assault,44091,97,219.99954639268785
Jan,2023,78227,burglary,44091,63,142.88630332720962
Jan,2023,78227,drugs,44091,49,111.1337914767186
Jan,2023,78227,mvt,44091,127,288.04064321516864
Jan,2023,78227,other,44091,119,269.8963507291738
Jan,2023,78227,robbery,44091,4,9.072146242997437
Jan,2023,78227,sex crimes,44091,6,13.608219364496154
Jan,2023,78227,theft,44091,54,122.4739742804654
Jan,2023,78227,weapon,44091,7,15.876255925245514
Jan,2023,78228,arson,55474,2,3.6052925694920144
Jan,2023,78228,assault,55474,76,137.00111764069655
Jan,2023,78228,burglary,55474,19,34.25027941017414
Jan,2023,78228,drugs,55474,32,57.68468111187223
