zcta,year,month,desc_crime_type,count,population,city,rate
78703,2018,May,arson,4.838902937997969e-4,20890,austin,0.002316372876016261
78703,2018,May,assault,6.550899617824893,20890,austin,31.359021626734766
78703,2018,May,burglary,24.38179548331111,20890,austin,116.71515310345193
78703,2018,May,drugs,1.0063179521942236,20890,austin,4.817223323093459
78703,2018,May,other,65.14082990879452,20890,austin,311.82781191380815
78703,2018,May,robbery,0.9935318736622312,20890,austin,4.756016628349599
78703,2018,May,sex crimes,0.018173455405007418,20890,austin,0.08699595694115565
78703,2018,May,theft,28.574810215786847,20890,austin,136.78702831874986
78703,2018,May,weapon,0.5992543744382715,20890,austin,2.8686183553770777
78703,2018,Jun,assault,6.22278284512238,20890,austin,29.788333389767256
78703,2018,Jun,burglary,26.918504582229453,20890,austin,128.8583273443248
78703,2018,Jun,drugs,2.0236371891292597,20890,austin,9.687109569790616
78703,2018,Jun,other,64.29808330683689,20890,austin,307.79360127734265
78703,2018,Jun,robbery,0.030161072300488735,20890,austin,0.14438043226658082
78703,2018,Jun,sex crimes,1.9874803940399257,20890,austin,9.51402773594986
78703,2018,Jun,theft,32.13471725243614,20890,austin,153.82823002602268
78703,2018,Jun,weapon,1.6237967501322744e-5,20890,austin,7.773081618632237e-5
78703,2018,Jul,assault,10.619470769630961,20890,austin,50.83518798291508
78703,2018,Jul,burglary,22.653076745843652,20890,austin,108.43981209116157
78703,2018,Jul,drugs,2.800639864310346,20890,austin,13.406605382050481
78703,2018,Jul,other,58.076907972304745,20890,austin,278.0129630076819
78703,2018,Jul,sex crimes,1.994063694547138,20890,austin,9.545541859967152
78703,2018,Jul,theft,32.72284538519229,20890,austin,156.64358729149012
78703,2018,Aug,assault,5.514243002340261,20890,austin,26.39656774696152
78703,2018,Aug,burglary,22.65813381586209,20890,austin,108.46402018124505
78703,2018,Aug,drugs,2.8436378041040484,20890,austin,13.61243563477285
78703,2018,Aug,other,52.62377346300426,20890,austin,251.90892035904386
78703,2018,Aug,robbery,0.023932926088574422,20890,austin,0.1145664245503802
78703,2018,Aug,sex crimes,0.007281062561136282,20890,austin,0.034854296606683974
78703,2018,Aug,theft,46.68118279027168,20890,austin,223.46186113102766
78703,2018,Sep,assault,9.096909228915731,20890,austin,43.546717227935524
78703,2018,Sep,burglary,25.36232179727,20890,austin,121.40891238520823
78703,2018,Sep,drugs,5.152703376755259,20890,austin,24.665885001221916
78703,2018,Sep,other,51.31730591834278,20890,austin,245.6548871150923
78703,2018,Sep,robbery,0.9697427212484586,20890,austin,4.642138445421056
78703,2018,Sep,sex crimes,3.7258882470287604,20890,austin,17.835750344800193
78703,2018,Sep,theft,38.311223584756156,20890,austin,183.3950387015613
78703,2018,Sep,weapon,0.16749282350469402,20890,austin,0.801784698442767
78703,2018,Oct,assault,8.054687107964256,20890,austin,38.55762138805292
78703,2018,Oct,burglary,19.867911290953007,20890,austin,95.10728238847777
78703,2018,Oct,drugs,3.9907513349089108,20890,austin,19.10364449453763
78703,2018,Oct,other,56.611540944998254,20890,austin,270.99828121109744
78703,2018,Oct,robbery,0.9986072986676731,20890,austin,4.780312583378042
78703,2018,Oct,sex crimes,2.280355228781764,20890,austin,10.916013541320076
78703,2018,Oct,theft,28.10811891203918,20890,austin,134.55298665408895
78703,2018,Nov,assault,8.963112736866337,20890,austin,42.90623617456361
78703,2018,Nov,burglary,23.816660614769305,20890,austin,114.00986412048493
78703,2018,Nov,drugs,9.840185551009165e-4,20890,austin,0.004710476568218844
78703,2018,Nov,other,58.46717778168548,20890,austin,279.8811765518692
78703,2018,Nov,sex crimes,1.0290514305064873,20890,austin,4.926048015828086
78703,2018,Nov,theft,23.971379480477587,20890,austin,114.75050014589559
78703,2018,Dec,assault,5.618414037315879,20890,austin,26.89523234713202
78703,2018,Dec,burglary,24.550548200124936,20890,austin,117.52296888523186
78703,2018,Dec,drugs,1.0038281454260463,20890,austin,4.805304669344405
78703,2018,Dec,other,56.26929529611602,20890,austin,269.35995833468655
78703,2018,Dec,robbery,0.16749282350469402,20890,austin,0.801784698442767
78703,2018,Dec,sex crimes,2.8003175492841774,20890,austin,13.40506246665475
78703,2018,Dec,theft,24.499293122895462,20890,austin,117.27761188556947
78703,2018,Dec,weapon,0.006228146211914311,20890,austin,0.02981400771620063
78703,2019,Jan,assault,8.458359714141885,20407,austin,41.448325153829
78703,2019,Jan,burglary,26.487333241868306,20407,austin,129.79533121903418
78703,2019,Jan,drugs,3.5596786788408115,20407,austin,17.44341980124865
78703,2019,Jan,other,60.997117947036244,20407,austin,298.9029154066558
78703,2019,Jan,robbery,0.8022498977437645,20407,austin,3.9312485801135124
78703,2019,Jan,sex crimes,3.030971670768049,20407,austin,14.85260778540721
78703,2019,Jan,theft,21.557518314892825,20407,austin,105.63786110105761
78703,2019,Jan,weapon,1.6237967501322744e-5,20407,austin,7.957057627932936e-5
78703,2019,Feb,arson,0.8022498977437645,20407,austin,3.9312485801135124
78703,2019,Feb,assault,2.33719864933183,20407,austin,11.452926198519283
78703,2019,Feb,burglary,16.858482250816817,20407,austin,82.61127187149908
78703,2019,Feb,drugs,3.292221857334319,20407,austin,16.132806670918406
78703,2019,Feb,other,65.48811982079603,20407,austin,320.91007899640334
78703,2019,Feb,robbery,1.0067951209335446,20407,austin,4.933577306480839
78703,2019,Feb,sex crimes,0.11305855916124631,20407,austin,0.5540185189456869
78703,2019,Feb,theft,17.20012136596147,20407,austin,84.28539896095197
78703,2019,Mar,assault,12.507743521549846,20407,austin,61.2914368674957
78703,2019,Mar,burglary,29.071125017668468,20407,austin,142.45663261463454
78703,2019,Mar,drugs,2.023060489872142,20407,austin,9.913561473377477
78703,2019,Mar,other,55.992777810037865,20407,austin,274.38025094348933
78703,2019,Mar,robbery,0.018598462772254663,20407,austin,0.09113766243080641
78703,2019,Mar,sex crimes,0.043226426965457275,20407,austin,0.21182156596000035
78703,2019,Mar,theft,28.62405526428759,20407,austin,140.2658659493683
78703,2019,Mar,weapon,9.677805875995938e-4,20407,austin,0.004742395195764168
78703,2019,Apr,arson,1.6237967501322744e-5,20407,austin,7.957057627932936e-5
78703,2019,Apr,assault,10.21647633674577,20407,austin,50.06358767455171
78703,2019,Apr,burglary,23.87393124358638,20407,austin,116.98893146266664
78703,2019,Apr,drugs,1.1057004760265614,20407,austin,5.4182411722769706
78703,2019,Apr,other,48.6079049175579,20407,austin,238.19231105776402
78703,2019,Apr,robbery,0.9913556150347164,20407,austin,4.85791941507677
78703,2019,Apr,sex crimes,3.025767061976544,20407,austin,14.827103748598736
78703,2019,Apr,theft,19.156726455429908,20407,austin,93.87331041029994
78703,2019,Apr,weapon,1.0000162379674984,20407,austin,4.900358886497273
78703,2019,May,arson,0.006228146211914311,20407,austin,0.030519656058775477
78703,2019,May,assault,17.7740369206866,20407,austin,87.09774548285687
78703,2019,May,burglary,30.90445646958834,20407,austin,151.44046880770492
78703,2019,May,drugs,1.1711782924917533,20407,austin,5.739100761953022
78703,2019,May,other,69.09219532568343,20407,austin,338.5710556460207
78703,2019,May,robbery,1.161347761720744,20407,austin,5.690928415351321
78703,2019,May,sex crimes,1.0033248376897208,20407,austin,4.9165719492807405
78703,2019,May,theft,40.617679326347115,20407,austin,199.03797386361111
78703,2019,Jun,assault,12.117335820294228,20407,austin,59.378330084256525
78703,2019,Jun,burglary,21.2038194662347,20407,austin,103.90463794891312
78703,2019,Jun,drugs,4.124022766036702,20407,austin,20.20886345879699
78703,2019,Jun,other,63.082720079374276,20407,austin,309.12294839699257
78703,2019,Jun,robbery,1.9819774586204266,20407,austin,9.712243145099361
78703,2019,Jun,sex crimes,1.9973009609741472,20407,austin,9.787332586730766
78703,2019,Jun,theft,26.89208821694333,20407,austin,131.77874365141042
78703,2019,Jul,assault,7.62717774452263,20407,austin,37.37530134033729
78703,2019,Jul,burglary,23.158146516849726,20407,austin,113.48138637158682
78703,2019,Jul,drugs,4.596399939346105,20407,austin,22.52364355047829
78703,2019,Jul,other,63.14807534753181,20407,austin,309.4432074657314
78703,2019,Jul,sex crimes,2.0175362310159866,20407,austin,9.886491061968865
78703,2019,Jul,theft,22.38322538176834,20407,austin,109.6840563618775
78703,2019,Aug,assault,5.850971137337259,20407,austin,28.671392842344584
78703,2019,Aug,burglary,26.43914331319024,20407,austin,129.55918710829735
78703,2019,Aug,drugs,3.9441875748884168,20407,austin,19.327620791338347
78703,2019,Aug,other,63.77992598499076,20407,austin,312.539452075223
78703,2019,Aug,robbery,1.0154916605988864,20407,austin,4.976192779922999
78703,2019,Aug,sex crimes,2.1557643315413486,20407,austin,10.563847363852348
78703,2019,Aug,theft,26.544621844217925,20407,austin,130.07606137216604
78703,2019,Aug,weapon,1.9876410380975418,20407,austin,9.739996266465143
78703,2019,Sep,assault,14.819222901733553,20407,austin,72.61833146338782
78703,2019,Sep,burglary,25.732189404343664,20407,austin,126.09491549146698
78703,2019,Sep,drugs,3.5325306124647113,20407,austin,17.310386693118595
78703,2019,Sep,other,53.45026425770333,20407,austin,261.92122437253556
78703,2019,Sep,robbery,0.1612646772927797,20407,austin,0.7902419625264846
78703,2019,Sep,sex crimes,1.1186569723869368,20407,austin,5.481731623398524
78703,2019,Sep,theft,28.825018207152983,20407,austin,141.2506405015582
78703,2019,Sep,weapon,4.838902937997969e-4,20407,austin,0.002371197597882084
78703,2019,Oct,arson,0.10622989345285914,20407,austin,0.5205561496195381
78703,2019,Oct,assault,8.870030562067239,20407,austin,43.46562729488527
78703,2019,Oct,burglary,38.00304967793537,20407,austin,186.2255582787052
78703,2019,Oct,drugs,0.2111038410477255,20407,austin,1.0344677857976454
78703,2019,Oct,other,59.946146097193235,20407,austin,293.75285978925484
78703,2019,Oct,robbery,0.006311230639896167,20407,austin,0.030926792962690092
78703,2019,Oct,sex crimes,1.8238553319800486,20407,austin,8.937400558534074
78703,2019,Oct,theft,29.734144773744564,20407,austin,145.7056146113812
78703,2019,Oct,weapon,1.8037704664192822,20407,austin,8.838979107263597
